id,npwp_masked,name,entity_type,address,status,extra_metadata,created_at
655,34.000.***.***-***.107,CV Lestari Jaya,UD,"Jalan Joyoboyo No. 46
Purwokerto, KB 36835",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
656,35.000.***.***-***.107,Perum Intan Mitra Karya,UD,"Jalan Gegerkalong Hilir No. 4
Banda Aceh, Papua Barat 80371",Non-Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
657,36.000.***.***-***.107,CV Terpadu Bersama,UD,"Jl. BKR No. 2
Kota Administrasi Jakarta Barat, NT 55299",Dalam Pemeriksaan,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
658,37.000.***.***-***.107,Perum Abadi Usaha Global,Firma,"Jalan K.H. Wahid Hasyim No. 2
Depok, Sulawesi Utara 06290",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
659,38.000.***.***-***.107,Perum Berlian Sejahtera,Firma,"Jalan Siliwangi No. 4
Makassar, Kalimantan Barat 67454",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
660,39.000.***.***-***.107,UD Lestari Merak,UD,"Jl. Jend. Sudirman No. 45
Denpasar, SB 07006",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
661,40.000.***.***-***.107,Perum Mega Terpadu Utama,PT Tbk,"Gg. K.H. Wahid Hasyim No. 627
Samarinda, Sulawesi Utara 88972",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
662,41.000.***.***-***.107,CV Usaha Berkah,CV,"Jl. Surapati No. 2
Cimahi, Maluku Utara 58996",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
663,42.000.***.***-***.107,Koperasi Prima Rajawali Global,PT Tbk,"Jl. Ahmad Dahlan No. 3
Palangkaraya, Sulawesi Tenggara 36884",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
664,43.000.***.***-***.107,UD Sejahtera Berlian,CV,"Jl. Suryakencana No. 878
Cirebon, Sulawesi Selatan 77274",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
665,44.000.***.***-***.107,PT Tbk Mandiri Terpadu Cipta,PT,"Jalan Kutai No. 12
Tarakan, Bengkulu 92719",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
666,45.000.***.***-***.107,PT Tbk Terpadu Buana Utama,PT,"Jl. Bangka Raya No. 076
Medan, NB 07770",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
667,46.000.***.***-***.107,CV Mega Garuda,CV,"Jl. Cihampelas No. 221
Padang, Maluku Utara 89163",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
668,47.000.***.***-***.107,CV Prima Karya Garuda,CV,"Jalan Kapten Muslihat No. 8
Prabumulih, KU 66415",Non-Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
669,48.000.***.***-***.107,Firma Sejahtera Rajawali Sinar,Firma,"Jl. Wonoayu No. 7
Parepare, SR 91634",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
670,49.000.***.***-***.107,PT Permata Makmur Intan,PT,"Jl. Kebonjati No. 5
Sawahlunto, Bali 45867",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
671,50.000.***.***-***.107,PT Tbk Berlian Bersama Intan,PT,"Jl. Indragiri No. 980
Kota Administrasi Jakarta Selatan, BB 29897",Non-Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
672,51.000.***.***-***.107,Koperasi Sinar Cendana Astra,UD,"Gg. Gegerkalong Hilir No. 22
Pontianak, JB 15969",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
673,52.000.***.***-***.107,Koperasi Karya Rajawali Merak,PT Tbk,"Jl. Suryakencana No. 70
Tanjungpinang, Aceh 88844",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
674,53.000.***.***-***.107,Firma Mandiri Mitra Merak,PT,"Jalan Jamika No. 38
Sungai Penuh, Maluku Utara 27928",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
675,54.000.***.***-***.107,Perum Global Pusaka Sinar,UD,"Gg. Monginsidi No. 30
Tasikmalaya, SS 79573",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
676,55.000.***.***-***.107,PT Mitra Nusantara Pusaka,UD,"Jl. Ahmad Yani No. 159
Purwokerto, BE 38719",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
677,56.000.***.***-***.107,UD Garuda Usaha Permata,PT Tbk,"Gg. Pasteur No. 25
Tarakan, Bengkulu 74041",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
678,57.000.***.***-***.107,Firma Rajawali Indo,CV,"Jl. Cikutra Barat No. 0
Banjar, Jawa Timur 12574",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
679,58.000.***.***-***.107,UD Merak Jaya,Firma,"Gg. Setiabudhi No. 401
Bau-Bau, Gorontalo 14268",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
680,59.000.***.***-***.107,Perum Sentosa Usaha,PT,"Jl. Soekarno Hatta No. 627
Palangkaraya, Sulawesi Selatan 28477",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
681,60.000.***.***-***.107,UD Niaga Astra Garuda,Firma,"Gg. Kutai No. 9
Madiun, SG 69897",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
682,61.000.***.***-***.107,UD Global Utama,PT Tbk,"Gang Bangka Raya No. 0
Langsa, KT 15483",Non-Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
683,62.000.***.***-***.107,Perum Gemilang Buana,PT Tbk,"Jl. Abdul Muis No. 687
Magelang, Jawa Timur 52320",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
684,63.000.***.***-***.107,Perum Indo Pusaka Karya,PT Tbk,"Gang Dipatiukur No. 029
Meulaboh, SB 62721",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
685,64.000.***.***-***.107,UD Sejahtera Mandiri Berlian,UD,"Gang Setiabudhi No. 79
Bontang, SU 86861",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
686,65.000.***.***-***.107,Koperasi Berkah Nusantara,PT Tbk,"Gang Stasiun Wonokromo No. 1
Lubuklinggau, Jawa Barat 76616",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
687,66.000.***.***-***.107,PD Intan Niaga,Firma,"Jalan Pasirkoja No. 817
Tangerang, Gorontalo 11210",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
688,67.000.***.***-***.107,PT Utama Sejahtera,Firma,"Jl. Astana Anyar No. 5
Banjarmasin, KB 80516",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
689,68.000.***.***-***.107,PT Cendana Mandiri Global,PT Tbk,"Gg. Rajiman No. 19
Pasuruan, Riau 07819",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
690,69.000.***.***-***.107,Firma Sejahtera Cendana Sinar,PT Tbk,"Jl. Jend. Sudirman No. 62
Langsa, MU 90912",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
691,70.000.***.***-***.107,PT Sejahtera Indo Cendana,PT Tbk,"Gg. Indragiri No. 8
Payakumbuh, SN 51928",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
692,71.000.***.***-***.107,Perum Jaya Mitra Nusantara,UD,"Gang Erlangga No. 0
Kota Administrasi Jakarta Barat, Riau 36399",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
693,72.000.***.***-***.107,CV Mega Intan,PT,"Gg. M.H Thamrin No. 2
Tomohon, Kepulauan Bangka Belitung 28998",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
694,73.000.***.***-***.107,CV Indo Nusantara,UD,"Jalan Lembong No. 4
Serang, YO 00195",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
695,74.000.***.***-***.107,Perum Rajawali Nusantara Indo,CV,"Jalan Soekarno Hatta No. 09
Kendari, Banten 73692",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
696,75.000.***.***-***.107,UD Merak Elang,UD,"Gang Sukajadi No. 15
Langsa, Lampung 59890",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
697,76.000.***.***-***.107,PT Tbk Niaga Sinar,PT Tbk,"Jl. Jamika No. 0
Depok, JI 30169",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
698,77.000.***.***-***.107,Koperasi Berlian Bersama,UD,"Jl. Jend. A. Yani No. 15
Tegal, Jawa Timur 36652",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
699,78.000.***.***-***.107,Perum Berlian Merak Karya,PT,"Jl. Jakarta No. 557
Kendari, Papua Barat 66943",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
700,79.000.***.***-***.107,Koperasi Indo Elang,PT,"Gang PHH. Mustofa No. 55
Pangkalpinang, JA 98139",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
701,80.000.***.***-***.107,PT Abadi Utama Sinar,CV,"Jalan Ciumbuleuit No. 055
Tebingtinggi, Papua 25592",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
702,81.000.***.***-***.107,PT Tbk Merak Mitra,Firma,"Jl. Moch. Ramdan No. 518
Bandung, SU 13604",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
703,82.000.***.***-***.107,Koperasi Makmur Berkah Rajawali,PT,"Jl. Sentot Alibasa No. 6
Meulaboh, Jambi 58199",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
704,83.000.***.***-***.107,Firma Nusantara Usaha Mega,Firma,"Jl. Peta No. 871
Banjarbaru, Papua 41846",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
705,84.000.***.***-***.107,Firma Cendana Rajawali,UD,"Gg. Suniaraja No. 2
Serang, Maluku 43822",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
706,85.000.***.***-***.107,Perum Merak Astra Niaga,PT Tbk,"Jl. Tubagus Ismail No. 159
Bukittinggi, Sulawesi Utara 47532",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
707,86.000.***.***-***.107,Firma Mega Utama Mitra,Firma,"Jalan Asia Afrika No. 665
Pontianak, Nusa Tenggara Timur 01511",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
708,87.000.***.***-***.107,PT Tbk Sinar Cipta Astra,PT Tbk,"Gang Raya Setiabudhi No. 97
Tegal, DKI Jakarta 80131",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
709,88.000.***.***-***.107,UD Mandiri Abadi Sejahtera,Firma,"Gg. Kebonjati No. 015
Tomohon, RI 87377",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
710,89.000.***.***-***.107,CV Utama Pusaka,PT Tbk,"Gang Moch. Toha No. 219
Sibolga, KR 16373",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
711,90.000.***.***-***.107,PT Abadi Global Indo,PT,"Jalan Sukabumi No. 4
Kota Administrasi Jakarta Pusat, Kalimantan Utara 26867",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
712,91.000.***.***-***.107,PT Sentosa Berlian Pusaka,UD,"Jalan Siliwangi No. 3
Surabaya, SS 17125",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
713,92.000.***.***-***.107,UD Sinar Indo Gemilang,PT,"Gang Abdul Muis No. 9
Palopo, DKI Jakarta 73355",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
714,93.000.***.***-***.107,Firma Utama Sinar,UD,"Jalan Erlangga No. 138
Pagaralam, Jawa Timur 41564",Non-Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
715,94.000.***.***-***.107,PD Intan Berkah Jaya,Firma,"Gang Rawamangun No. 0
Banda Aceh, DI Yogyakarta 98019",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
716,95.000.***.***-***.107,CV Astra Lestari,PT,"Gang Kapten Muslihat No. 662
Tangerang, Sulawesi Selatan 03914",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
717,96.000.***.***-***.107,Koperasi Bersama Usaha,CV,"Gg. Siliwangi No. 752
Tual, Bali 99170",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
718,97.000.***.***-***.107,Perum Pusaka Astra Buana,UD,"Gg. Astana Anyar No. 66
Prabumulih, NT 86671",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
719,98.000.***.***-***.107,PD Sinar Berlian Permata,PT Tbk,"Gang Medokan Ayu No. 92
Tegal, Nusa Tenggara Timur 30051",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
720,99.000.***.***-***.107,UD Cipta Elang Niaga,PT Tbk,"Jalan Gegerkalong Hilir No. 125
Bekasi, Sumatera Utara 82916",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
721,10.000.***.***-***.108,PD Global Garuda Sejahtera,UD,"Gang Gedebage Selatan No. 49
Pekanbaru, Sumatera Utara 40109",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
722,11.000.***.***-***.108,Perum Jaya Rajawali Mandiri,CV,"Gang Merdeka No. 5
Pariaman, KT 28829",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
723,12.000.***.***-***.108,Koperasi Nusantara Makmur,PT Tbk,"Gang Jend. Sudirman No. 82
Bogor, Nusa Tenggara Timur 12964",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
724,13.000.***.***-***.108,UD Cendana Rajawali Global,Firma,"Gang Jend. A. Yani No. 3
Makassar, Kalimantan Barat 20006",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
725,14.000.***.***-***.108,PT Usaha Bersama Pusaka,PT Tbk,"Jl. Stasiun Wonokromo No. 85
Malang, SU 36996",Dalam Pemeriksaan,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
726,15.000.***.***-***.108,UD Mega Cipta,PT Tbk,"Jalan W.R. Supratman No. 41
Bima, BA 34475",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
727,16.000.***.***-***.108,PT Nusantara Buana,PT Tbk,"Jalan Yos Sudarso No. 0
Palopo, JB 64336",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
728,17.000.***.***-***.108,Firma Bersama Karya,PT,"Gg. Monginsidi No. 1
Purwokerto, Papua Barat 55164",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
729,18.000.***.***-***.108,PT Berlian Mitra Mega,PT Tbk,"Jl. Waringin No. 04
Sukabumi, BE 45302",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
730,19.000.***.***-***.108,UD Elang Makmur Gemilang,CV,"Jl. Kebonjati No. 884
Banjarmasin, KB 13762",Dalam Pemeriksaan,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
731,20.000.***.***-***.108,PD Mandiri Indo Buana,UD,"Jalan Jamika No. 691
Semarang, BA 29619",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
732,21.000.***.***-***.108,PT Mitra Global,CV,"Jl. Wonoayu No. 4
Kota Administrasi Jakarta Timur, SG 00356",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
733,22.000.***.***-***.108,Perum Abadi Mandiri,Firma,"Jalan Suryakencana No. 4
Banjarbaru, Sulawesi Tenggara 36631",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
734,23.000.***.***-***.108,PT Tbk Nusantara Prima Cipta,PT Tbk,"Jalan Abdul Muis No. 344
Tanjungpinang, Riau 88206",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
735,24.000.***.***-***.108,Firma Sejahtera Intan,CV,"Gang Pacuan Kuda No. 67
Bitung, BE 93239",Non-Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
736,25.000.***.***-***.108,CV Gemilang Berlian Lestari,UD,"Gg. Joyoboyo No. 6
Serang, SR 14856",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
737,26.000.***.***-***.108,Firma Utama Intan Lestari,UD,"Jalan Pelajar Pejuang No. 16
Parepare, Jawa Timur 12666",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
738,27.000.***.***-***.108,PD Global Lestari Cendana,UD,"Gang Suniaraja No. 1
Bandar Lampung, Kepulauan Bangka Belitung 90909",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
739,28.000.***.***-***.108,Koperasi Garuda Makmur,Firma,"Gang Waringin No. 89
Padang, Aceh 94943",Non-Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
740,29.000.***.***-***.108,PD Mandiri Indo,PT,"Jalan Pasteur No. 331
Sukabumi, JI 61537",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
741,30.000.***.***-***.108,UD Makmur Utama Cipta,CV,"Jl. Ahmad Yani No. 66
Kota Administrasi Jakarta Barat, DI Yogyakarta 71782",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
742,31.000.***.***-***.108,Koperasi Sejahtera Indo Lestari,PT,"Gang Bangka Raya No. 60
Cimahi, LA 29140",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
743,32.000.***.***-***.108,CV Permata Usaha Prima,UD,"Jalan Kutai No. 5
Yogyakarta, YO 85441",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
744,33.000.***.***-***.108,Firma Mega Buana,Firma,"Gang Suniaraja No. 30
Medan, SU 36614",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
745,34.000.***.***-***.108,PT Nusantara Usaha,PT,"Gg. Otto Iskandardinata No. 542
Tidore Kepulauan, BE 37925",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
746,35.000.***.***-***.108,PD Merak Astra,CV,"Gang Jakarta No. 660
Kota Administrasi Jakarta Selatan, Jawa Tengah 44559",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
747,36.000.***.***-***.108,Firma Rajawali Niaga Abadi,UD,"Gg. Antapani Lama No. 92
Tasikmalaya, KT 95885",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
748,37.000.***.***-***.108,PD Jaya Makmur,Firma,"Jalan W.R. Supratman No. 9
Denpasar, Aceh 62929",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
749,38.000.***.***-***.108,Koperasi Garuda Cipta Indo,Firma,"Gg. Pacuan Kuda No. 5
Pasuruan, Kepulauan Riau 78815",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
750,39.000.***.***-***.108,CV Berlian Mitra,Firma,"Jalan Kapten Muslihat No. 5
Depok, Banten 67618",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
751,40.000.***.***-***.108,UD Cipta Sentosa,PT Tbk,"Jalan Ir. H. Djuanda No. 6
Tangerang Selatan, JK 10321",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
752,41.000.***.***-***.108,Koperasi Usaha Karya,PT,"Jl. Moch. Toha No. 7
Lhokseumawe, YO 43253",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
753,42.000.***.***-***.108,Koperasi Cipta Rajawali,PT Tbk,"Gang KH Amin Jasuta No. 54
Surabaya, Jawa Barat 34639",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
754,43.000.***.***-***.108,PT Tbk Astra Sentosa,PT,"Jalan Jend. Sudirman No. 999
Tomohon, KU 02260",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
755,44.000.***.***-***.108,CV Global Berlian,Firma,"Gang Gedebage Selatan No. 646
Bau-Bau, JI 41544",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
756,45.000.***.***-***.108,PT Tbk Makmur Lestari Intan,UD,"Jl. Suniaraja No. 182
Parepare, Jawa Tengah 46172",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
757,46.000.***.***-***.108,PT Tbk Buana Berkah Mitra,CV,"Gang Kiaracondong No. 713
Surakarta, ST 55312",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
758,47.000.***.***-***.108,CV Buana Global,CV,"Jalan PHH. Mustofa No. 494
Pontianak, Sulawesi Utara 52613",Non-Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
759,48.000.***.***-***.108,Firma Karya Berkah,PT,"Gang Cikapayang No. 5
Magelang, SG 67872",Non-Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
760,49.000.***.***-***.108,Firma Cendana Buana Lestari,CV,"Gg. S. Parman No. 8
Denpasar, Nusa Tenggara Barat 09334",Non-Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
761,50.000.***.***-***.108,Firma Berlian Sentosa,PT Tbk,"Gg. Monginsidi No. 21
Malang, MU 13459",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
762,51.000.***.***-***.108,PT Nusantara Utama Rajawali,Firma,"Gg. Tebet Barat Dalam No. 9
Bengkulu, BB 89974",Non-Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
763,52.000.***.***-***.108,PT Karya Sejahtera,CV,"Jl. Cikutra Barat No. 27
Payakumbuh, PA 48200",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
764,53.000.***.***-***.108,CV Global Gemilang Terpadu,PT Tbk,"Jalan Jayawijaya No. 8
Padang Sidempuan, Papua 95746",Non-Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
765,54.000.***.***-***.108,CV Lestari Mega,PT Tbk,"Jl. Moch. Ramdan No. 5
Purwokerto, JA 15320",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
766,55.000.***.***-***.108,Firma Usaha Karya,PT Tbk,"Gg. Rajawali Timur No. 43
Kotamobagu, KS 37273",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
767,56.000.***.***-***.108,UD Prima Rajawali Makmur,UD,"Jl. Pasir Koja No. 59
Surakarta, KR 43824",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
768,57.000.***.***-***.108,PT Jaya Nusantara,PT,"Gg. Astana Anyar No. 98
Pasuruan, JB 94126",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
769,58.000.***.***-***.108,CV Abadi Permata,PT Tbk,"Jl. Kutisari Selatan No. 125
Bukittinggi, Sulawesi Tenggara 17689",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
770,59.000.***.***-***.108,Perum Karya Sejahtera Jaya,UD,"Jl. M.H Thamrin No. 7
Tegal, SU 55084",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
771,60.000.***.***-***.108,PT Tbk Jaya Buana,Firma,"Gang Medokan Ayu No. 484
Binjai, MA 29184",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
772,61.000.***.***-***.108,Firma Cipta Sejahtera Lestari,Firma,"Gg. Dipatiukur No. 414
Cimahi, SU 57849",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
773,62.000.***.***-***.108,UD Sinar Intan,CV,"Jl. Abdul Muis No. 6
Magelang, Jawa Tengah 67754",Non-Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
774,63.000.***.***-***.108,PT Tbk Sinar Global Intan,UD,"Gang Kutai No. 45
Pangkalpinang, Nusa Tenggara Timur 44590",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
775,64.000.***.***-***.108,Koperasi Gemilang Jaya,CV,"Jl. Rumah Sakit No. 3
Singkawang, Riau 75399",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
776,65.000.***.***-***.108,Perum Rajawali Indo,CV,"Jalan Pacuan Kuda No. 86
Palembang, Banten 85006",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
777,66.000.***.***-***.108,Firma Permata Merak,PT Tbk,"Jl. Sentot Alibasa No. 9
Palangkaraya, ST 61969",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
778,67.000.***.***-***.108,Perum Mega Jaya,PT,"Jalan Yos Sudarso No. 312
Tasikmalaya, Kalimantan Tengah 75357",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
779,68.000.***.***-***.108,Firma Permata Cendana,UD,"Jl. Kutisari Selatan No. 24
Kota Administrasi Jakarta Utara, ST 36082",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
780,69.000.***.***-***.108,PT Buana Mega,CV,"Jl. W.R. Supratman No. 306
Ternate, BE 79254",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
781,70.000.***.***-***.108,Firma Mitra Sejahtera Indo,PT,"Gg. Cihampelas No. 01
Kota Administrasi Jakarta Utara, Nusa Tenggara Timur 00566",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
782,71.000.***.***-***.108,CV Sinar Lestari,UD,"Gg. Sukabumi No. 5
Sibolga, Kalimantan Timur 74894",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
783,72.000.***.***-***.108,PD Sinar Indo,PT Tbk,"Gang Joyoboyo No. 5
Lhokseumawe, Kalimantan Tengah 83339",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
784,73.000.***.***-***.108,PT Berkah Bersama Mandiri,CV,"Jl. Ronggowarsito No. 1
Cimahi, DKI Jakarta 19603",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
785,74.000.***.***-***.108,PT Mega Makmur Sentosa,CV,"Gang Cempaka No. 88
Balikpapan, MU 92763",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
